posts,angry,fear,happy,neutral,sad,surprise,type
上午艾灸，下午[name]姐来净月监考，等[num]点结束，老戴姐夫（悦姐老公）来接我们哈哈哈哈哈，把我送回寝室，收拾屋子，睡大觉！明天继续治病减肥！ ,0.0,0.0,1.0,0.0,0.0,0.0,ENFJ
啊，不知道是嘴馋还是饿，好想吃烤馕或者披萨哦，我冰箱里都有。晚餐的时候我有点装没有烤，现在牙也刷了，都到这个点了，也该睡了，可是满脑子都是馕和披萨。睡不着，但是吃的话吧，我一定会不舒服的，以后吃晚饭时间我一定老老实实吃我想吃的，再也不装了。 ,0.15,0.0,0.12,0.0,0.76,0.0,ISTJ
#乐事陪你游华夏##五一旅游日记#  随开随盖，便捷携带，随时分享纠结五一假期去哪里？乐事陪你一起脑暴！跟着乐事华夏风光限定罐薯片，我已经计划好了我的五一出行攻略。从[address]的海岸线到[address]的鼓浪屿，我要在这个假期里领略中国的海岛风情，感受不同的海滨气息。 ,0.0,0.0,0.71,0.3,0.0,0.0,ESFJ
因为[address]馒头而结缘的姐姐 她真的好好啊告诉我说 要和让自己开心的人在一起还担心我受伤害 告诉我要多爱自己好喜欢这个姐姐 以后俺要对姐姐好 ,0.0,0.09,1.0,0.0,0.0,0.0,INFJ
《快乐再出发[num]》 是最让我印象深刻的#微博年度综艺#，刷超多遍都不会腻！来#微博之夜#为你喜爱的综艺助力，就有机会和小夜见面哦～ 微博年度作品 ,0.0,0.0,0.83,0.18,0.0,0.0,INFP
每天晚上睡不着，早上醒过来都感觉生活无望未来迷茫头疼焦虑，还莫名其妙流眼泪……查了一下说可能孕期抑郁🙉 ,0.15,0.15,0.0,0.0,0.7,0.13,ESTJ
本周我完成了连续[num]天铁粉打卡，与@周笔畅 的铁粉值额外增加[num]分！ ,0.05,0.0,0.56,0.4,0.07,0.0,INFJ
#仲溪午为了华浅创翻所有人#放什么屁他为的他自己他把女主身边的人全部创翻再软禁女主还放屁是为了女主这种逼先死一死好吧 ,1.0,0.0,0.0,0.0,0.0,0.0,ISTJ
#女佣日记# 吃晚饭逛街，诗歌试衣服，我拎着包和外套。诗：你身上挂了好多东西啊。我：that's what maid for.诗：双关了。 ,0.0,0.0,0.31,0.37,0.13,0.2,INFJ
阿西吧的，今天好倒霉，去美容院回到半路，下雨淋成落汤鸡，我在那里等了好久才停小一点雨。晚上衣架坏掉了，刚洗的衣服又掉在地上。我把那个衣架拧到手都红了，我感觉我没有以前那种像今天这样就会自己发自己的气了。 ,0.47,0.1,0.0,0.0,0.47,0.0,ISFP
虽然加班猝死但是没关系反正我不上班去站街的话也要通宵呢，这样一想心里好受多了 ,0.17,0.09,0.35,0.0,0.57,0.0,ISFP
每天早上漫长的上班路途也很有意思。无论出门早或晚，路上怎么堵，堵哪段，最后到的时间都差不多。人生也是如此。 ,0.0,0.0,0.93,0.09,0.0,0.0,INTJ
#维和防暴队# 今天去看维和了，好我这场好多爷爷奶奶小朋友去看坐边上的奶奶看的津津有味。总体不错，雨夜部分是最高潮的三年前拍的，感觉大家都好年轻啊，特别是博子哥[num]岁，脸太嫩了涂黑了还是很嫩。 ,0.0,0.0,1.0,0.0,0.0,0.0,ISTJ
如何引出对方发言呢朝着反方向礼貌评价（也许对方并不知情这是反方向）像以前，我还会辩解或论述现在不会了。因为没用。总结:未知全貌不予置评难不成我真的因为一些无关紧要的小事成天emo？我不说不代表是小事或者没事 ,0.55,0.0,0.05,0.25,0.17,0.08,INFJ
平凡的荣耀 拍的好好呀 现在特别喜欢看职场剧 可以看到人性中特别有意思的地方 ,0.07,0.0,1.0,0.0,0.0,0.0,ESTJ
#[name]的爱岛生活# 第[num]天我很理解，拥有越少的人越难坚守道义，在困难的日子里，人人都有放弃底线的想法，这种时候，善良就是最后一道坚硬如铁的防线，守住它，就能抗得过去。 ,0.0,0.0,0.78,0.14,0.0,0.0,INFJ
任嘉伦 喜欢你的第[num]个[num]啦，一直爱你[我爱你][我爱你][我爱你]@任嘉伦allen #任嘉伦[num]共赴嘉期#  |  #任嘉伦# ,0.0,0.05,0.89,0.0,0.1,0.0,ISFP
可是我们俊初真的特别完美 是剧里难得全程武力值强还有脑子的角色了 而且也没什么怄的地方 全程都很果断不内耗 性格特别棒 我超喜欢俊初的！至于这个导演编剧剪辑还是滤镜啥的 拍都拍了 不开心也没办法 俊初说了眼睛是长在前面的 要向前看 ,0.09,0.0,0.96,0.0,0.0,0.0,INFP
不要为即将发生的事提前焦虑，否则将会拉长内耗的时间线，在你本该快乐的时候却提前痛苦。该开心的时候就畅怀大笑，该充电的时候就好好享受着。车到山前必有路，尽人事听天命。 ,0.0,0.0,0.8,0.16,0.09,0.0,ENFJ
苏勋伦#苏勋伦# 从闪亮认识的，但是没咋关注过，昨天看了现场，我只想说不愧是伦妹，尊嘟很可爱，超可爱，而且唱歌也很好听 ,0.0,0.0,0.95,0.0,0.09,0.11,ENFP
遛狗请牵狗绳我拜托有个朋友的小狗被不牵狗绳的大型犬咬伤了脾脏都掉出来做手术花了[num]k特别可怜的一只柯基宝宝不敢想象换做是我以后的小狗宝宝我会多崩溃我一定会大哭 找狗主人狂吵架狂发疯我拜托，牵狗绳对自己的小狗宝宝和对别人的小狗宝宝负责任 ,0.77,0.12,0.0,0.0,0.29,0.0,ENFP
刚刚睡醒清了一下互fo[num]天以上但是没怎么互动过的访问了主页去寻找了一下记忆，实在想不起来的就双了万分抱歉是我的问题，感谢相遇有缘再见 ,0.0,0.0,0.23,0.11,0.58,0.12,INTP
[name]#[name][name]# xz #[name]电影射雕英雄传侠之大者#江湖男儿当热血，侠义刻心中。和[name]一起少年歌侠气，结交五都雄。期待[name]@x玖少年团肖战daytoy 饰演的[name]，静待 #电影射雕英雄传侠之大者# 早日到来。-hello璇子的微博视频 ,0.08,0.09,0.78,0.2,0.0,0.0,INTP
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈谁懂can you speak chinese ,0.0,0.0,0.96,0.1,0.06,0.12,ISFJ
受不了了 让我疯让我疯啊啊啊啊啊啊啊如果三个人能互动一下 让我疯啊啊啊啊啊啊啊啊谢天宇[name]能不能认识能不能认识啊 ,0.86,0.07,0.0,0.09,0.23,0.0,INFP
#手机电池不喜欢[num]%的饱和状态#[num]%必须充电，[num]–[num]%不充电感觉要关机了在条件允许的情况下，不充满[num]%的电绝对不行，我有强迫症🫠 ,0.43,0.09,0.0,0.19,0.32,0.06,ESFP
#[name]#✨✨✨🔵🔵✨✨✨🔵🔵✨✨✨ ✨✨🔵🔵🔵🔵✨🔵🔵🔵🔵✨✨ ✨✨🔵🔵 美颜🔵️rap担🔵🔵✨✨    ✨️✨✨✨ @tf家族-[name] ✨✨✨✨️ ✨✨✨✨🔵🔵🔵🔵🔵✨✨✨✨ ✨✨✨✨✨🔵🔵🔵✨✨✨✨✨ ✨✨✨✨✨✨🔵✨✨✨✨✨✨ ,0.0,0.07,0.54,0.44,0.07,0.0,ISFJ
果然没人会喜欢自己同事，相处了[num]年，我同事本性暴露了，真的嘴贱，恶心人，那么牛打什么工呢，滚回老家当你的大小姐呗，一副看不起任何人的样子，自己民办学院，说人家考上[num]只是听老师话，和聪不聪明没关系，那你考不上[num]是因为不听老师话吗，大姐你没事吧 ,1.0,0.0,0.0,0.0,0.0,0.0,ENFP
最近做了很多开屏的事，零碎记录点感悟（虽然之前听过挺多人分享，但其实只有亲身经历才会深深触动吧）[num]. 生活本就是一堆狗屎，但永远要对下一个拐角心生期待，因为你不知道老天的礼物什么时候会来；风光时刻也要保持谨慎，因为可能马上就有狗屎了- 拿offer的时候就很意外，突然就能直达心仪的方向 ...全文,0.06,0.14,0.4,0.18,0.33,0.0,ENTJ
#檀健次韩束新实力代言人# 真的好划算开始期待收货了@mic檀健次jc-t ,0.0,0.0,0.9,0.0,0.0,0.09,INFP
威尔莲爆改裴/秀/智（不是怎么这么像啊。。。根本没找参考。。 ,0.1,0.1,0.0,0.24,0.05,0.46,INFP
看到有人在推荐献给阿尔吉侬的花束了确实是好书对我来说情绪递推到达的高峰就在于主角“恢复”愚钝后笔记里出现的第一个错别字 ,0.0,0.0,0.63,0.12,0.2,0.1,INTP
我妈问我每天吃一样的早饭不腻吗，我说你每天还和一样的男人睡觉呢。 ,0.38,0.0,0.09,0.21,0.23,0.23,INTJ
[name]#一代人有一代人的[name]# [num]天，没想到竟这么久了突然就想起来[num]年小才发的一条帖子，将它翻了出来→网页链接四年过的好快，赌赢了的大家，下个月[num].[num]记得去原帖打个卡噢 ,0.06,0.0,0.66,0.06,0.08,0.16,ISTJ
那么多年过去了，[address]的饮食文化依然只进步了一丢丢，跟[address]差着十万八千里。 [address]·潭门港 ,0.07,0.0,0.07,0.47,0.3,0.14,INFP
#朱志鑫[超话]# 💙 #朱志鑫断层c位出道# 💛 #朱志鑫 断层c位全能队长#快乐的秘诀是停止胡思乱想(•̀ᴗ•́)و ̑̑【朱志鑫双眸明亮】【朱志鑫人美心善】#朱志鑫#@tf家族-朱志鑫眠沙幻镜_朱志鑫的微博视频 ,0.0,0.14,0.45,0.44,0.1,0.0,ENFP
服了 这周快跟八百个傻逼干八百次架了 咱应该读个法律啥的 这样比较会维权 草 为什么这[name]碰见八百个傻逼 为什么我请问呢 ,1.0,0.0,0.0,0.0,0.0,0.1,ESFP
#满江红 [address]镖局#我不懂了？为什么在攻击演员啊？演员的贬褒标准不是演技吗？剧情抄袭和演员有什么关系？ ,0.47,0.0,0.0,0.19,0.0,0.37,INFJ
了解我的人都知道（虽然但是交际圈太小了解我的人不多）我属于神经有点衰弱的类型……大致表现为处在开阔的环境里会非常不安，隔着两扇门加耳机也能捕捉到家里人掏钥匙开门的声音，所以我很害怕真实的，有攻击性的人，就算隔着互联网也一样…… ,0.08,0.41,0.0,0.31,0.12,0.0,INFP
天呐天呐 我刚刚又打开了一本🍅霸总文学 作者说男主是鼎鼎有名的金融街教父而且蝉联世界首富 但是他用的香水是祖[name]鼠尾草为什么要把牌子写得这么细致啊搞得我根本无法代入 世界首富和我买同款香水 ,0.57,0.0,0.0,0.0,0.0,0.37,ISFP
🦮：ladies and gentlemen this is your captain speaking.. 小狗生活记录册的微博视频 ,0.09,0.0,0.37,0.62,0.0,0.09,ISTJ
破防了 一瞬间感觉回到宿舍一个人没有舍友全回家了……我明天还有两门考试完全看不下去 ,0.25,0.06,0.0,0.0,0.67,0.0,ISFJ
我正在使用“我是中国fans”#微博个性皮肤# ，快来跟我一起换装中国红，为祖国庆生！个性皮肤：我是中国fans ,0.0,0.0,0.76,0.19,0.0,0.07,INFJ
带小朋友带得好不好我不知道 难评价但是【苹果圈派】【烤羊排】【烤虾饼】【菌杂面】【小蛋糕】【煲仔饭】【钵仔糕】做得好我可以肯定👍🤩至少我俩饿不死（省略好多张嘴先吃的颅内照片🤣 ,0.0,0.09,0.47,0.2,0.28,0.0,INFJ
七夕那天，拍下了生动的场景，有布置场地的小哥、弹琴的少年、拿着玫瑰的少女、听着曲子摇摆椅子的男孩…还有看风景的我 朝气青年的微博视频 ,0.0,0.0,0.63,0.33,0.0,0.05,INFP
是谁，在[address]回[address]这一个半小时动车上写完两个会议纪要，还成功登上v p n进入系统做了份报价再睡了[num]分钟？要不是忘带充电宝手机电量告急，我还可以再做两份报价✌️ ,0.38,0.0,0.06,0.08,0.21,0.25,INFJ
我说真的 我已经是[num]%的t人了 每天被我老公这种[num]的t人创飞 本来因为房子转不出去已经够玉玉了 我老公一边刷题一边蛐蛐我 和我说了半天国内找工的大道理是我不知道吗 我真气死了快 ,1.0,0.0,0.0,0.0,0.0,0.0,ESFP
#二手玫瑰受众#学会宽容，让你的生活没有烦恼；学会奉献，让你的生活充满阳光。 其实天很蓝，阴云总要散；其实海不宽，彼岸连此岸；其实梦很浅，万物皆自然；其实泪也甜，当你心如愿。 ,0.0,0.0,0.89,0.12,0.12,0.0,ENFJ
像是生病了。想看电视剧，不知道看什么，看小说，看不进去，不知道自己在干嘛。好像什么都没那么大的兴趣。自己在家的感觉，好空洞。我到底想要什么呢？？？不知道。 ,0.09,0.07,0.0,0.0,0.83,0.06,ENFP
我超真的就一念之间 我马上就要跑出去了我差点就回宿舍了 别前两节老老实实 就第三节跑了那我就真[name]背了 ,0.82,0.08,0.0,0.0,0.23,0.0,ISFJ
鹏鹏：你在干啥呢？我：发呆鹏鹏：?我：我现在变infp了，就是会很爱发呆鹏鹏：你知道e人最喜欢干的一件事是什么吗？我：不知道，我现在是i人鹏鹏：e人最喜欢觉得自己变成i人了好好好 ,0.0,0.0,0.71,0.15,0.0,0.07,ENFP
我想点一首你怎么连话都说不清楚那我唱一首倒带！！！救命签名也要到了啊啊啊啊啊杰伦今天和昨天场的真的是绝 ,0.77,0.0,0.08,0.0,0.17,0.06,INFP
睡前看了一眼，第一次完整的看到膝盖下胫骨的棱。髌骨四周的结构都露出来了，下方的水肿好像终于消掉了。 两侧膝盖形态终于接近一致，并且能够，完全，无痛，的跪坐下去了！！明天吃烤鱼庆祝。 含运输费二百块收了个二手动感单车，努力恢复肌肉。 ,0.0,0.0,0.9,0.05,0.07,0.0,ISTP
哒哒哒哒mentor们都不在！今天又是独立小zia棒棒的一天！ ,0.0,0.0,1.0,0.0,0.0,0.0,ENFP
 美国·旧金山 (city of san francisco) ,0.08,0.0,0.0,0.85,0.0,0.14,ESFP
暴食日记，不完全记录，近三天。。唉，明天去学校后一定努力好好减肥！唉五一四天，两个月白干为啥减肥这么难 ,0.34,0.0,0.0,0.0,0.68,0.11,INFP
看了俩小时长裙。有相中的害怕穿不上，没相中的是因为我背后痘痘太太太多了，穿露背的不好看 ,0.0,0.26,0.0,0.2,0.55,0.12,ENFP
凶凶的[name]回什么叫 我和光猎你更喜欢哪一个哪有人自己还吃自己的醋！ ,1.0,0.0,0.0,0.0,0.0,0.0,INTJ
我又进入疯狂看电影阶段，昨天一口气购入滨口龙介塔可夫斯基电影票数张。dune[num]一直没看因为在等amc lincoln square那块屏幕，周日早上[num]:[num]都只剩前几排的位置，真是疯狂，我不由得思考是不是法律规定美国东海岸只允许有一块这样的屏幕存在不然宇宙会爆炸。 ,0.29,0.14,0.1,0.08,0.0,0.31,INTP
kpl铃铛 铛铛我呀，又稳又强铃铛真是我觉得最稳的一个了，每把输出都拉满了，基本不会犯罪，是最让我放心的一个选手了 ,0.0,0.06,1.0,0.06,0.0,0.0,ESTP
#福宝# 欢迎福宝回家我们[address]见听说福宝被安排的相亲对象是圆梦 #福宝欢迎回家# ,0.0,0.06,0.75,0.13,0.0,0.16,INFP
高考的朋友们一切顺利！尽力而为，人生不止于此！不必紧张，这只是你漫长人生中，一个普普通通的夏天～ ,0.08,0.0,1.0,0.05,0.0,0.0,ENFP
有一说一，这个红心火龙果榨汁，甚得我的胃我的喉。除了怕血糖高之外，这个果汁，很完美 ,0.0,0.0,0.82,0.13,0.0,0.08,ISFP
还是软磨硬泡决定[num].[num]号请半天假去打卡七周年[address]线下，预感到八九周年我根本不能请假的情景了我真tm谢七周年要是不去不打卡，下次能有时间就直接挑到研三的十周年了啊啊啊啊啊啊啊恨实验的理由又+[num] ,0.82,0.0,0.0,0.0,0.27,0.0,ISFJ
大家能量都有限，你多从我身上拿点，我就少点，我想从你身上要，你又不给。。。。。。弱者之间都是一地鸡毛，无法和平共处。除非自己强大了，可以心平气和向下兼容，但无法尊重，让人对弱者尊重，是反进化的。 ,0.58,0.0,0.1,0.24,0.18,0.0,ISFP
刚刚找不到房，怕才发现自己把房看扔到外卖袋子里面x[num]点扔掉[name] ,0.2,0.35,0.0,0.0,0.43,0.14,ENFJ
毒雾图✗回血图✓#bilibili# [name]iridescent的视频【明日[name]】满级乌尔比安，二技能实战测试！毒雾图的皇帝！但是常规图生存堪忧！绑定歌蒂会舒服很多！ ,0.0,0.11,0.51,0.45,0.0,0.0,ESFP
我和别人都不一样 我最满意的照片是身份证照片 没那么好看但是是和我本人最相近的一张照片 ,0.0,0.0,0.74,0.16,0.18,0.08,ENFP
또lie摊牌了，许正赫许正宇你们赶紧圆我的骨科梦可以吗？？？？？？？？？#骨科# ,0.3,0.15,0.35,0.1,0.12,0.22,ISFP
【小朋友唱的&lt;伥鬼&gt;(原唱: 安艺恩)【中字】-哔哩哔哩】 天呐绝了，这小朋友的演唱实力和表现力！！！小朋友唱的(原唱: 安艺恩)【中字】 ,0.0,0.06,0.5,0.07,0.0,0.31,ISFJ
本来这个月说好不再喝奶茶，但是刚刚一不小心手机从衣服口袋里飞出来直接飞到桌子上，我去接的时候手指不小心点到了屏幕，正好点进了[num]点点，付款了一杯糯糯桃山。等缓过来想退款已经不行了做好了。只能去拿了。埃呀真是奇幻的一个瞬间啊…发出来就是想跟大家说以后都小心点哈，这次没办法了只能喝掉了。,0.17,0.19,0.18,0.06,0.23,0.13,INFP
